id_icpe,nom_original,structure,etablissement,nom_complet,code_insee_commune,nom_commune,epci_siren,epci_nom,coordonnees_lat_lon,geometrie_geojson,id_ligne_export,siret,regime_icpe,categorie_seveso,priorite_nationale,url_fiche_georisques,elevage_bovins,elevage_porcs,elevage_volailles,activite_carriere,activite_eolienne,activite_industrielle,directive_ied,code_naf_division,date_enregistrement,annee_enregistrement,nb_rapports_inspection
53320787,SAS CHATEAU MILORD,SAS CHATEAU MILORD,,SAS CHATEAU MILORD,33194,Grézillac,243301454,CC Castillon/Pujols,"44.808954, -0.240952","{""coordinates"": [-0.240952, 44.808954], ""type"": ""Point""}",2363,79815498500013,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053320787,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
53325662,LES DOMAINES HENRI MARTIN,LES DOMAINES HENRI MARTIN,,LES DOMAINES HENRI MARTIN,33423,Saint-Julien-Beychevelle,200069995,CC Médoc Coeur de Presqu'île,"45.147788, -0.742327","{""coordinates"": [-0.742327, 45.147788], ""type"": ""Point""}",2523,30461504000017,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053325662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
5207593,SMITOM Centre Médoc,SMITOM Centre Médoc,,SMITOM Centre Médoc,33022,Avensan,243301389,CC Médullienne,"45.034122, -0.758331","{""coordinates"": [-0.758331, 45.034122], ""type"": ""Point""}",1266,,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207593,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
5201342,MANUSTOCK - Le Teich,MANUSTOCK,Le Teich,MANUSTOCK — Le Teich,33527,Le Teich,243300563,CA Bassin d'Arcachon Sud (COBAS),"44.634289, -1.021884","{""coordinates"": [-1.021884, 44.634289], ""type"": ""Point""}",850,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201342,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
5208202,LAFARGE GRANULATS (LG),LAFARGE GRANULATS (LG),Saucats,LAFARGE GRANULATS (LG) — Saucats,33501,Saucats,243301264,CC de Montesquieu,"44.608618, -0.607964","{""coordinates"": [-0.607964, 44.608618], ""type"": ""Point""}",1373,56211088202144,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208202,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,2026-01-15T00:00:00+01:00,2026,1
5213872,JML BATIMENTS - ISDI,JML BATIMENTS,ISDI,JML BATIMENTS — ISDI,33254,Loupiac-de-la-Réole,200044394,CC du Réolais en Sud Gironde,"44.554342, -0.048855","{""coordinates"": [-0.048855, 44.554342], ""type"": ""Point""}",2086,40418700700012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213872,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2026-03-06T00:00:00+01:00,2026,1
3106689,TRIFFAUT Sylvain,TRIFFAUT Sylvain,,TRIFFAUT Sylvain,33393,Saint-Denis-de-Pile,200070092,CA du Libournais,"44.986985, -0.190482","{""coordinates"": [-0.190482, 44.986985], ""type"": ""Point""}",366,37830591600017,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
53320839,CHATEAU HAUT BERGEY,CHATEAU HAUT BERGEY,,CHATEAU HAUT BERGEY,33238,Léognan,243301264,CC de Montesquieu,"44.726231, -0.610868","{""coordinates"": [-0.610868, 44.726231], ""type"": ""Point""}",2374,32919773500023,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053320839,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
3102473,GUICHON Ludivine,GUICHON Ludivine,,GUICHON Ludivine,33197,Guillos,200069581,CC Convergence Garonne,"44.547691, -0.513526","{""coordinates"": [-0.513526, 44.547691], ""type"": ""Point""}",90,49276266100014,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003102473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,2025-02-10T00:00:00+01:00,2025,0
3106229,SOS-AUTO (SARL),SOS-AUTO (SARL),,SOS-AUTO (SARL),33439,Saint-Mariens,243301181,CC Latitude Nord Gironde,"45.118624, -0.413353","{""coordinates"": [-0.413353, 45.118624], ""type"": ""Point""}",328,44337866600012,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003106229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-08-31T00:00:00+02:00,2025,0
53315331,LA HAUTE COUTURE DU VIN BY JEAN GUYON,LA HAUTE COUTURE DU VIN BY JEAN GUYON,,LA HAUTE COUTURE DU VIN BY JEAN GUYON,33038,Bégadan,200069995,CC Médoc Coeur de Presqu'île,"45.373511, -0.866927","{""coordinates"": [-0.866927, 45.373511], ""type"": ""Point""}",2213,35256551900050,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053315331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
5208943,SOCIETE COOPERATIVE DE VINIFICATION,SOCIETE COOPERATIVE DE VINIFICATION,,SOCIETE COOPERATIVE DE VINIFICATION,33242,Les Lèves-et-Thoumeyragues,243301371,CC du Pays Foyen,"44.774144, 0.191354","{""coordinates"": [0.191354, 44.774144], ""type"": ""Point""}",1493,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208943,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
5207770,CANTE Jean-Pierre,CANTE Jean-Pierre,,CANTE Jean-Pierre,33213,La Brède,243301264,CC de Montesquieu,"44.682768, -0.554849","{""coordinates"": [-0.554849, 44.682768], ""type"": ""Point""}",1299,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207770,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
5211648,MARTAS (SA),MARTAS (SA),,MARTAS (SA),33273,Martignas-sur-Jalle,243300316,Bordeaux Métropole,"44.844881, -0.780743","{""coordinates"": [-0.780743, 44.844881], ""type"": ""Point""}",1667,34509726500010,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,2025-02-10T00:00:00+01:00,2025,0
5214233,SAR OCEAN (a supprimer),SAR OCEAN (a supprimer),,SAR OCEAN (a supprimer),33039,Bègles,243300316,Bordeaux Métropole,"44.811027, -0.534353","{""coordinates"": [-0.534353, 44.811027], ""type"": ""Point""}",2146,,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005214233,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
53315879,SOCIETE CIVILE DU CHATEAU LESTAGE,SOCIETE CIVILE DU CHATEAU LESTAGE,,SOCIETE CIVILE DU CHATEAU LESTAGE,33248,Listrac-Médoc,243301389,CC Médullienne,"45.075158, -0.817041","{""coordinates"": [-0.817041, 45.075158], ""type"": ""Point""}",2215,32262248100016,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053315879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-03-22T00:00:00+01:00,2025,0
3102095,SCEA DES VIGNOBLES GASSIES GAUTEY,SCEA DES VIGNOBLES GASSIES GAUTEY,,SCEA DES VIGNOBLES GASSIES GAUTEY,33298,Moulon,200070092,CA du Libournais,"44.862508, -0.223545","{""coordinates"": [-0.223545, 44.862508], ""type"": ""Point""}",82,35171958800011,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003102095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
5211986,EARL DES VIGNOBLES ZAUSA,EARL DES VIGNOBLES ZAUSA,,EARL DES VIGNOBLES ZAUSA,33076,Budos,200069581,CC Convergence Garonne,"44.533269, -0.392157","{""coordinates"": [-0.392157, 44.533269], ""type"": ""Point""}",1765,35183561600019,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
100296986,MERIGNAC CENTRE ENERGIES - Réseau de chaleur de Mérignac Centre Energies,MERIGNAC CENTRE ENERGIES,Réseau de chaleur de Mérignac Centre Energies,MERIGNAC CENTRE ENERGIES — Réseau de chaleur de Mérignac Centre Energies,33281,Mérignac,243300316,Bordeaux Métropole,"44.847588, -0.651539","{""coordinates"": [-0.651539, 44.847588], ""type"": ""Point""}",2865,89322383400019,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100296986,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,2025-09-07T00:00:00+02:00,2025,1
5208292,LAFARGE GRANULATS (LG) - IC,LAFARGE GRANULATS (LG),IC — Le Fieu,LAFARGE GRANULATS (LG) — IC — Le Fieu,33166,Le Fieu,200070092,CA du Libournais,"45.042053, -0.04634","{""coordinates"": [-0.04634, 45.042053], ""type"": ""Point""}",1388,56211088201575,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208292,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,08,2026-01-15T00:00:00+01:00,2026,1
5211060,FACEO FM,FACEO FM,,FACEO FM,33318,Pessac,243300316,Bordeaux Métropole,"44.792177, -0.673075","{""coordinates"": [-0.673075, 44.792177], ""type"": ""Point""}",1599,33860698100268,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005211060,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,2025-02-10T00:00:00+01:00,2025,0
53318668,SCEA CHATEAU HAUT GAUSSENS,SCEA CHATEAU HAUT GAUSSENS,,SCEA CHATEAU HAUT GAUSSENS,33542,Vérac,243301397,CC du Fronsadais,"44.994928, -0.337406","{""coordinates"": [-0.337406, 44.994928], ""type"": ""Point""}",2277,42987901800019,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053318668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-03-12T00:00:00+01:00,2025,0
5208906,AQUITAINE VEHICULES INDUSTRIELS,AQUITAINE VEHICULES INDUSTRIELS,,AQUITAINE VEHICULES INDUSTRIELS,33075,Bruges,243300316,Bordeaux Métropole,"44.885062, -0.598348","{""coordinates"": [-0.598348, 44.885062], ""type"": ""Point""}",1480,30946788400073,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
53324941,FRUIDOR,FRUIDOR,,FRUIDOR,33063,Bordeaux,243300316,Bordeaux Métropole,"44.852911, -0.571086","{""coordinates"": [-0.571086, 44.852911], ""type"": ""Point""}",2479,56208974800254,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053324941,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-03-12T00:00:00+01:00,2025,0
53321067,GAEC RECONNU CHATEAU DES PEYRICHONS,GAEC RECONNU CHATEAU DES PEYRICHONS,,GAEC RECONNU CHATEAU DES PEYRICHONS,33354,Riocaud,243301371,CC du Pays Foyen,"44.749408, 0.203195","{""coordinates"": [0.203195, 44.749408], ""type"": ""Point""}",2409,38475385100011,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053321067,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
100002096,Société Départementale des Carrières,Société Départementale des Carrières,,Société Départementale des Carrières,33281,Mérignac,243300316,Bordeaux Métropole,"44.844765, -0.734694","{""coordinates"": [-0.734694, 44.844765], ""type"": ""Point""}",2623,69198036100089,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100002096,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,08,2025-04-01T00:00:00+02:00,2025,1
5212741,BORDEAUX METROPOLE,BORDEAUX METROPOLE,Ambarès-et-Lagrave,BORDEAUX METROPOLE — Ambarès-et-Lagrave,33003,Ambarès-et-Lagrave,243300316,Bordeaux Métropole,"44.927394, -0.50651","{""coordinates"": [-0.50651, 44.927394], ""type"": ""Point""}",1934,24330031600011,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212741,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,84,2026-01-10T00:00:00+01:00,2026,1
53326697,GOYON FREDERIC,GOYON FREDERIC,,GOYON FREDERIC,33554,Yvrac,243301249,CC Les Rives de la Laurence,"44.884476, -0.473594","{""coordinates"": [-0.473594, 44.884476], ""type"": ""Point""}",2614,43843488800022,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326697,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
5207555,MAIRIE - Cussac Fort Médoc,MAIRIE - Cussac Fort Médoc,,MAIRIE - Cussac Fort Médoc,33146,Cussac-Fort-Médoc,243301447,CC Médoc Estuaire,"45.11384, -0.731587","{""coordinates"": [-0.731587, 45.11384], ""type"": ""Point""}",1255,21330146800012,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207555,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
3103877,EARL VIGNOBLES JEAN MARIE BOULDY,EARL VIGNOBLES JEAN MARIE BOULDY,,EARL VIGNOBLES JEAN MARIE BOULDY,33328,Pomerol,200070092,CA du Libournais,"44.930924, -0.203123","{""coordinates"": [-0.203123, 44.930924], ""type"": ""Point""}",186,42085860700013,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003103877,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
5208531,TRONEL Armes,TRONEL Armes,,TRONEL Armes,33550,Villenave-d'Ornon,243300316,Bordeaux Métropole,"44.771824, -0.559406","{""coordinates"": [-0.559406, 44.771824], ""type"": ""Point""}",1410,44113269300017,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005208531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
3100057,EARL VIGNOBLES DARRICARRERE,EARL VIGNOBLES DARRICARRERE,Bourg,EARL VIGNOBLES DARRICARRERE — Bourg,33067,Bourg,243301223,CC du Grand Cubzaguais,"45.031467, -0.512066","{""coordinates"": [-0.512066, 45.031467], ""type"": ""Point""}",4,80361531900016,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003100057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
5203501,SIBELCO FRANCE,SIBELCO FRANCE,"Belin-Béliet — Ballion-sud, Le Gouil Peyruc, Litche-sud","SIBELCO FRANCE — Belin-Béliet — Ballion-sud, Le Gouil Peyruc, Litche-sud",33042,Belin-Béliet,243301405,CC du Val de l'Eyre,"44.519288, -0.751267","{""coordinates"": [-0.751267, 44.519288], ""type"": ""Point""}",881,68200032800240,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005203501,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,2026-03-06T00:00:00+01:00,2026,1
5200999,LAFARGE BETON SUD-OUEST SAS,LAFARGE BETON SUD-OUEST SAS,,LAFARGE BETON SUD-OUEST SAS,33281,Mérignac,243300316,Bordeaux Métropole,"44.847344, -0.674215","{""coordinates"": [-0.674215, 44.847344], ""type"": ""Point""}",702,46620326200012,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,2025-02-10T00:00:00+01:00,2025,0
53326552,EARL BERARD,EARL BERARD,,EARL BERARD,33523,Targon,200069599,CC Rurales de l'Entre-Deux-Mers,"44.739996, -0.257182","{""coordinates"": [-0.257182, 44.739996], ""type"": ""Point""}",2570,33350114600018,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
53326595,EARL VIGNOBLES STEPHAN MOTUT,EARL VIGNOBLES STEPHAN MOTUT,,EARL VIGNOBLES STEPHAN MOTUT,33415,Saint-Gervais,243301223,CC du Grand Cubzaguais,"45.0175, -0.450642","{""coordinates"": [-0.450642, 45.0175], ""type"": ""Point""}",2576,41374854200011,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053326595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
5213526,SARL CHATEAU PEBY-FAUGERES,SARL CHATEAU PEBY-FAUGERES,,SARL CHATEAU PEBY-FAUGERES,33396,Saint-Étienne-de-Lisse,200035533,CC du Grand Saint Emilionnais,"44.880936, -0.094331","{""coordinates"": [-0.094331, 44.880936], ""type"": ""Point""}",2044,52913370400013,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213526,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
53324991,PERROT KASSANDRA,PERROT KASSANDRA,,PERROT KASSANDRA,33179,Galgon,243301397,CC du Fronsadais,"44.98973, -0.275213","{""coordinates"": [-0.275213, 44.98973], ""type"": ""Point""}",2483,53205833600019,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053324991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
3100791,CANTILLAC JEAN PIERRE - ISDI,CANTILLAC JEAN PIERRE,ISDI,CANTILLAC JEAN PIERRE — ISDI,33330,Pompignac,243301355,CC les Coteaux Bordelais,"44.852527, -0.429289","{""coordinates"": [-0.429289, 44.852527], ""type"": ""Point""}",20,41274402100012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003100791,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
5207295,VEOLIA PROPRETE,VEOLIA PROPRETE,,VEOLIA PROPRETE,33433,Saint-Loubès,243301249,CC Les Rives de la Laurence,"44.928545, -0.451637","{""coordinates"": [-0.451637, 44.928545], ""type"": ""Point""}",1197,46420237300104,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005207295,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-02-10T00:00:00+01:00,2025,0
5200782,CASTAGNE FRERES & Cie,CASTAGNE FRERES & Cie,,CASTAGNE FRERES & Cie,33095,Captieux,200043982,CC du Bazadais,"44.302778, -0.255189","{""coordinates"": [-0.255189, 44.302778], ""type"": ""Point""}",631,78186395600012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200782,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,2025-08-15T00:00:00+02:00,2025,1
53317650,EARL JULLION,EARL JULLION,,EARL JULLION,33047,Berson,200023794,CC de Blaye,"45.123987, -0.54812","{""coordinates"": [-0.54812, 45.123987], ""type"": ""Point""}",2232,37954974400017,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053317650,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-03-12T00:00:00+01:00,2025,1
3105231,M et Mme SAINT-AUBIN Dylan et Valérie,M et Mme SAINT-AUBIN Dylan et Valérie,,M et Mme SAINT-AUBIN Dylan et Valérie,33258,Lugasson,200069599,CC Rurales de l'Entre-Deux-Mers,"44.758171, -0.158227","{""coordinates"": [-0.158227, 44.758171], ""type"": ""Point""}",264,79811043300017,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003105231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2026-03-02T00:00:00+01:00,2026,0
53318281,MAISON LE STAR VIGNOBLES & CHATEAUX,MAISON LE STAR VIGNOBLES & CHATEAUX,,MAISON LE STAR VIGNOBLES & CHATEAUX,33324,Pineuilh,243301371,CC du Pays Foyen,"44.839858, 0.239564","{""coordinates"": [0.239564, 44.839858], ""type"": ""Point""}",2254,59725050500034,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053318281,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,2026-03-03T00:00:00+01:00,2026,1
5213303,EARL VIGNOBLE LAFOI,EARL VIGNOBLE LAFOI,,EARL VIGNOBLE LAFOI,33387,Saint-Ciers-d'Abzac,200070092,CA du Libournais,"45.022372, -0.282777","{""coordinates"": [-0.282777, 45.022372], ""type"": ""Point""}",2020,33808287800020,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005213303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-02-10T00:00:00+01:00,2025,0
5212442,B.A TP,B.A TP,,B.A TP,33047,Berson,200023794,CC de Blaye,"45.116344, -0.576315","{""coordinates"": [-0.576315, 45.116344], ""type"": ""Point""}",1886,82500722200011,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005212442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,2025-02-10T00:00:00+01:00,2025,2
5200868,SIRECH HOSTIER,SIRECH HOSTIER,,SIRECH HOSTIER,33234,Latresne,243301439,CC des Portes de l'Entre-Deux-Mers,"44.791104, -0.495614","{""coordinates"": [-0.495614, 44.791104], ""type"": ""Point""}",664,45520004800029,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
5200420,SMURFIT WESTROCK  CELLULOSE DU PIN,SMURFIT WESTROCK  CELLULOSE DU PIN,,SMURFIT WESTROCK  CELLULOSE DU PIN,33051,Biganos,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.628814, -0.976164","{""coordinates"": [-0.976164, 44.628814], ""type"": ""Point""}",491,57214219800033,AUTORISATION,NON_SEVESO,TRUE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200420,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,17,2026-02-20T00:00:00+01:00,2026,9
5201164,CENTRE DE RECUPERATION DU LIBOURNAIS,CENTRE DE RECUPERATION DU LIBOURNAIS,Saint-Émilion,CENTRE DE RECUPERATION DU LIBOURNAIS — Saint-Émilion,33394,Saint-Émilion,200035533,CC du Grand Saint Emilionnais,"44.893437, -0.199753","{""coordinates"": [-0.199753, 44.893437], ""type"": ""Point""}",771,34183141000012,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005201164,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,38,2025-05-10T00:00:00+02:00,2025,2
3105482,ANALYTICAL STANDART SOLUTIONS (A2S),ANALYTICAL STANDART SOLUTIONS (A2S),,ANALYTICAL STANDART SOLUTIONS (A2S),33422,Saint-Jean-d'Illac,243301165,CC Jalle-Eau-Bourde,"44.80736, -0.807264","{""coordinates"": [-0.807264, 44.80736], ""type"": ""Point""}",283,53088990600034,NON_ICPE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003105482,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,2025-02-10T00:00:00+01:00,2025,1
5200416,TRUITE ARGENTIERE,TRUITE ARGENTIERE,,TRUITE ARGENTIERE,33051,Biganos,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.63909, -0.942953","{""coordinates"": [-0.942953, 44.63909], ""type"": ""Point""}",487,78177681000017,AUTORISATION,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200416,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-09-23T00:00:00+02:00,2025,1
5200298,BARRAS ALAIN,BARRAS ALAIN,,BARRAS ALAIN,33015,Arveyres,200070092,CA du Libournais,"44.890079, -0.26492","{""coordinates"": [-0.26492, 44.890079], ""type"": ""Point""}",437,33839868800014,ENREGISTREMENT,NON_SEVESO,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005200298,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,2025-02-10T00:00:00+01:00,2025,0
53325711,SCEA DES VIGNOBLES JEAN SORGE,SCEA DES VIGNOBLES JEAN SORGE,,SCEA DES VIGNOBLES JEAN SORGE,33517,Soussans,243301447,CC Médoc Estuaire,"45.049992, -0.688379","{""coordinates"": [-0.688379, 45.049992], ""type"": ""Point""}",2524,39408135000016,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053325711,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01,2025-03-12T00:00:00+01:00,2025,0
53316122,SCEV DUVERGNON,SCEV DUVERGNON,,SCEV DUVERGNON,33342,Puisseguin,200035533,CC du Grand Saint Emilionnais,"44.949449, -0.055657","{""coordinates"": [-0.055657, 44.949449], ""type"": ""Point""}",2220,40054878000016,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053316122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,2025-03-12T00:00:00+01:00,2025,0
5206508,LE CAM C.,LE CAM C.,,LE CAM C.,33555,Marcheprime,243301504,CA du Bassin d'Arcachon Nord (COBAN),"44.698731, -0.843438","{""coordinates"": [-0.843438, 44.698731], ""type"": ""Point""}",1094,46910802100012,AUTRE,,FALSE,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005206508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,2025-08-21T00:00:00+02:00,2025,0
