codeAiot;numeroRubrique;nature;alinea;regimeAutoriseAlinea;quantiteTotale;unite;dateMotif
"0003105318";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"150.0";t;
"0005200683";"3660";"avec plus de 40 000 emplacements pour les volailles";a;Autorisation;"301012.0";u;
"0005200683";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.b";Enregistrement;"7.5";"t/j";
"0005200683";"3660";"avec plus de 40 000 emplacements pour les volailles";a;Autorisation;"304560.0";u;
"0005200683";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"2";Déclaration;"3.4";"t/j";
"0005201376";"2410";"Supérieur à 250 kW";"1";Enregistrement;"629.5";kW;
"0005201376";"1532";"Bois ou analogues (dépôt de) dégageant poussières inflammables";"1";Autorisation;"64500.0";"m3";
"0005201376";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"115.0";kW;
"0005200458";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"1";Autorisation;"12000.000";t;"06/10/2025"
"0005200458";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"134.000";kW;"06/10/2025"
"0005200458";"2175";"Dépôts d'engrais liquides";;Déclaration;"9500.000";"m3";"06/10/2025"
"0005200458";"2915";"Chauffage (procédé de) fluide caloporteur organique combustible";"2";Déclaration;"44000.000";L;"06/10/2025"
"0005200458";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.400";MW;"06/10/2025"
"0005205718";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"1060.000";"m3";"13/04/2010"
"0005211214";"4734";"Produits pétroliers spécifiques et carburants de substitution";"1.c";"Déclaration avec contrôle";;;"15/09/2015"
"0005211214";"1414";"Gaz inflammables liquéfiés (remplissage ou distribution)";"3";"Déclaration avec contrôle";;;"15/09/2015"
"0005211214";"4718";"Gaz inflammables liquéfiés de catégorie 1 et 2";"2";"Déclaration avec contrôle";;;"15/09/2015"
"0005211214";"1435";"Stations-service";"1";Enregistrement;"23600.000";"m3";"15/09/2015"
"0005213696";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"460.000";kW;"13/05/2025"
"0005213696";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"8000.000";"m2";"30/06/2015"
"0005207089";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"54015.000";"m2";"04/10/2019"
"0005201010";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"195.000";kW;"21/09/2018"
"0005201010";"2561";"Trempé recuit, revenu des métaux et alliages";;"Déclaration avec contrôle";;;"21/09/2018"
"0005201010";"2925";"Charge d'accumulateurs ne dégageant pas d''hydrogène";"2";Déclaration;"965.000";kW;"12/01/2026"
"0005201010";"2910";Combustion;"A.1";Enregistrement;"36.750";MW;"12/01/2026"
"0005201010";"2931";"Ateliers d?essais sur banc de moteurs de puissance > à 150 kW";"1";Autorisation;"300.000";kW;"21/09/2018"
"0005201010";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"1.a";Autorisation;"150.000";"m3/h";"21/09/2018"
"0005201010";"1435";"Stations-service";"2";"Déclaration avec contrôle";"2000.000";"m3";"12/01/2026"
"0005201010";"1978";"Autres nettoyages de surface";"5";Déclaration;"3.800";"t/an";"12/01/2026"
"0005201010";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.a";Enregistrement;"510.000";"kg/j";"12/01/2026"
"0005201010";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"3700.000";kW;"12/01/2026"
"0005201010";"4210";"Produits explosifs (fabrication, chargement, encartouchage, conditionnement...)";"1.b";"Déclaration avec contrôle";"99.000";kg;"12/01/2026"
"0005201010";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"3235.000";kg;"12/01/2026"
"0005201010";"4734";"Produits pétroliers spécifiques et carburants de substitution";"1.c";"Déclaration avec contrôle";;;"12/01/2026"
"0005201010";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"1.a";Enregistrement;"30000.000";"m2";"21/09/2018"
"0005200914";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.a";Autorisation;;;
"0005200914";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"1100.0";"m3";
"0005200914";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"125.0";kW;
"0005200914";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"225000.0";"t/j";
"0005200914";"1510";"Entrepot enregistré";"2.b";Enregistrement;"150000.0";"m3";
"0005200914";"1414";"Gaz inflammables liquéfiés (remplissage ou distribution)";"3";"Déclaration avec contrôle";;;
"0003104972";"1510";"Entrepot enregistré";"2.b";Enregistrement;"297294.000";"m3";"05/11/2021"
"0003104972";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"50.000";kW;"05/11/2021"
"0005200751";"1510";"Entrepot enregistré";"2.b";Enregistrement;"66200.0";"m3";
"0005200751";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.b";Déclaration;"1.9";t;
"0005200901";"2410";"Supérieure à 50 kW, mais inférieure ou égale à 250 kW";"2";Déclaration;"0.0";kW;
"0005200901";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"50.0";kW;
"0005200901";"1532";"Stockage bois déclaré";"2.b";Déclaration;"0.0";"m3";
"0005200725";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.214";MW;
"0005200725";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"100000.0";"hL/an";
"0005208515";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0005207886";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"2";Déclaration;"9.000";"t/j";"27/05/2021"
"0005207886";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"4700.000";"m3";"27/05/2021"
"0005207886";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"6750.000";"m3";"27/05/2021"
"0005207886";"2794";"Broyage de déchets verts";"2";Déclaration;"11.000";"t/j";"27/05/2021"
"0005207886";"2780";"Installations de traitement aérobie de déchets non dangereux";"2.a";Autorisation;"110.000";"t/j";"27/05/2021"
"0005207886";"1532";"Stockage bois déclaré";"2.b";Déclaration;"2700.000";"m3";"27/05/2021"
"0005207886";"3532";"Valorisation de déchets non dangereux";;Autorisation;"110.000";"t/j";"27/05/2021"
"0003103292";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"15000.000";"m2";"22/06/2018"
"0003103292";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"2.900";kW;"23/02/2012"
"0003103292";"2518";"Installation de production de béton prêt à l'emploi";b;Déclaration;"1.500";"m3";"23/02/2012"
"0005213619";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"350.0";"m3";
"0005213619";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"3.1";t;
"0005200258";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.c";"Déclaration avec contrôle";;;"25/07/2016"
"0005200258";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"26.500";t;"25/07/2016"
"0005200258";"2915";"Chauffage (procédé de) fluide caloporteur organique combustible";"2";Déclaration;"150.000";L;"25/07/2016"
"0005200258";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"1";Autorisation;"854.000";t;"25/07/2016"
"0005200258";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"1.b";"Déclaration avec contrôle";"18.000";"m3/h";"25/07/2016"
"0003106543";"2565";"Traitement de surface";"2.a";Enregistrement;"5850.000";l;"14/12/2021"
"0053325161";"2130";Piscicultures;"1";Autorisation;"300.0";"t/an";
"0005200944";"2910";Combustion;"A.1";Enregistrement;"25.724";MW;
"0005200944";"4210";"Produits explosifs (fabrication, chargement, encartouchage, conditionnement...)";"1.b";"Déclaration avec contrôle";"1.01";kg;
"0005200944";"4220";"Produits explosifs (stockage de)";"2";Enregistrement;"485.0";kg;
"0005200944";"2561";"Trempé recuit, revenu des métaux et alliages";;"Déclaration avec contrôle";;;
"0005200944";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"15.0";"kg/j";
"0005200944";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"404.55";kW;
"0005200944";"2910";Combustion;"A.2";"Déclaration avec contrôle";"19.82";MW;
"0005200944";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"499.4";kg;
"0005213634";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"27000.0";"m2";
"0005213634";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"549.0";kW;
"0005208604";"2221";"Supérieure à 4t/j";"1";Enregistrement;"30.0";"t/j";
"0005200391";"3610";"papier ou carton";b;Autorisation;"110.000";"t/j";"28/03/2023"
"0005200391";"2430";"Supérieure à 10 t/j";a;Autorisation;"250.000";"t/j";"18/03/2021"
"0005200391";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"20000.000";"m3";"18/03/2021"
"0005200391";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1500.000";"m3";"28/03/2023"
"0005200391";"4310";"Gaz inflammables catégorie 1 et 2";"2";"Déclaration avec contrôle";"5.900";t;"18/03/2021"
"0005200391";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"28/03/2023"
"0005200391";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"7500.000";"m3";"18/03/2021"
"0005200391";"2910";Combustion;"A.1";Enregistrement;"43.100";MW;"28/03/2023"
"0005200391";"2445";"Transformation du papier, carton";"1";Enregistrement;"110.000";"t/j";"28/03/2023"
"0005207913";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"2";"Déclaration avec contrôle";"130.0";"m3";
"0005207913";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"3000.0";"m2";
"0005207913";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"2.0";t;
"0005207913";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"4000.0";"m2";
"0005207913";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"28.0";t;
"0005200366";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"107.0";kW;
"0005200366";"1532";"Stockage bois déclaré";"2.b";Déclaration;"5451.0";"m3";
"0005200366";"2410";"Supérieur à 250 kW";"1";Enregistrement;"1490.0";kW;
"0005200366";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.a";Enregistrement;"1300.0";"kg/j";
"0005206758";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1900.000";kW;"11/05/2004"
"0005206758";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"5000.000";"m3";"11/05/2004"
"0005206758";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.000";MW;"11/05/2004"
"0005206758";"2221";"Supérieure à 4t/j";"1";Enregistrement;"60.000";"t/j";"11/05/2004"
"0005206758";"1510";"Entrepot enregistré";"2.b";Enregistrement;"15280.000";"m3";"11/05/2004"
"0005206758";"2210";"Abattoirs fixes de capacité > à 5 t/j";"1";Autorisation;"77.000";"t/j";"11/05/2004"
"0005206758";"3641";"Exploitation d?abattoirs";;Autorisation;"90.000";"t/j";"11/10/2013"
"0005204897";"2710";"collecte de déchets non dangereux-DC";"2.b";"Déclaration avec contrôle";"299.000";"m3";"13/02/2024"
"0005204897";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"25000.000";"m2";"26/02/2020"
"0005204897";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"455.000";kW;"26/02/2020"
"0005207501";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"4070.000";kW;"15/06/2015"
"0005201404";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"300.000";"m3";"04/03/2022"
"0005201404";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1169.000";kW;"04/03/2022"
"0005201404";"2250";"Alcools, eaux de vie et liqueurs (production par distillation)";"1";Autorisation;"28000.000";"hl/j";"20/08/1982"
"0005201404";"2910";Combustion;"A.2";"Déclaration avec contrôle";"3.000";MW;"20/08/1982"
"0005201404";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"04/03/2022"
"0005201404";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"39.000";t;"04/03/2022"
"0005201404";"2250";"Alcools,eaux de vie et liqueurs (production par distillation)";"2";Enregistrement;"280.000";"hl/j";"04/03/2022"
"0005201404";"2910";Combustion;"B.2";Autorisation;"4.400";MW;"04/03/2022"
"0005201404";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1169.000";kW;"16/06/2015"
"0003104188";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"25000.0";"m2";
"0005211633";"1532";"Stockage bois déclaré";"2.b";Déclaration;"4000.0";"m3";
"0005211633";"2663";"Stockage de pneumatiques";"2.b";Déclaration;"1680.0";"m3";
"0005211633";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.a";Enregistrement;"765.0";"kg/j";
"0005211633";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"48.0";kW;
"0005211633";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2805.8";kW;
"0005211633";"2661";"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)";"1.b";Enregistrement;"32.0";"t/j";
"0005211633";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"16550.0";"m3";
"0005212375";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0003103402";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"2700.000";kg;"11/05/2020"
"0003103402";"2910";Combustion;"A.1";Enregistrement;"37.560";MW;"23/10/2023"
"0005211874";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"300.0";"m2";
"0005200415";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"600.0";"m2";
"0005200415";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"600.0";"m2";
"0005205111";"2910";Combustion;"A.1";Enregistrement;"43.0";MW;
"0005213142";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"5.15";t;
"0005213142";"2794";"Broyage de déchets verts";"2";Déclaration;"26.0";"t/j";
"0005213142";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"554.0";"m3";
"0005211958";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"382.5";"m3";
"0100002051";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"600.000";kW;"28/09/2022"
"0100002051";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"20000.000";"m2";"28/09/2022"
"0005201318";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"3200.000";"m2";"28/12/2018"
"0005201318";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"1030.000";"m2";"28/12/2018"
"0005211723";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"1.a";Enregistrement;"7932.0";"m2";
"0005211723";"1978";"Autres nettoyages de surface";"5";Déclaration;"2.475";"t/an";
"0003104919";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"07/05/2021"
"0003104919";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"3";"Déclaration avec contrôle";"95.000";t;"07/05/2021"
"0003104919";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"40.000";t;"07/05/2021"
"0003104919";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"51.000";kW;"07/05/2021"
"0003104919";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"07/05/2021"
"0003104919";"1436";"Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de)";"2";"Déclaration avec contrôle";"500.000";t;"07/05/2021"
"0003104919";"1185";"Quantité de fluide susceptible d'être présente";"3.1.b";Déclaration;"5.000";t;"07/05/2021"
"0003104919";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.100";MW;"07/05/2021"
"0003104919";"1510";"Entrepot enregistré";"2.b";Enregistrement;"380723.000";"m3";"07/05/2021"
"0003100819";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"450.000";kW;"25/01/2022"
"0003100819";"2790";"Traitement de déchets dangereux";;Autorisation;;;"25/01/2022"
"0003100819";"3532";"Valorisation de déchets non dangereux";;Autorisation;"82.000";"t/j";"25/01/2022"
"0003100819";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"5880.000";t;"25/01/2022"
"0003100819";"2791";"Déchets non dangereux (traitement)";"1";Autorisation;"82.000";"t/j";"25/01/2022"
"0003100819";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"275.000";"m3";"25/01/2022"
"0003100819";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"3100.000";"m3";"25/01/2022"
"0003100819";"3510";"Traitement de déchets dangereux";;Autorisation;"82.000";"t/j";"25/01/2022"
"0003100819";"3550";"stockage temporaire de déchets";;Autorisation;"5880.000";t;"25/01/2022"
"0005211455";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"21.000";t;"26/07/2021"
"0003106734";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"200.0";"m2";
"0005209355";"2260";"Supérieure à 500 kW";"1.a";Enregistrement;"700.0";kW;
"0005209355";"1532";"Bois ou analogues (dépôt de) dégageant poussières inflammables";"1";Autorisation;"402300.0";"m3";
"0005208416";"1532";"Stockage bois déclaré";"2.b";Déclaration;"10550.0";"m3";
"0005208416";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"208.0";kW;
"0005208416";"2410";"Supérieur à 250 kW";"1";Enregistrement;"1171.0";kW;
"0005201340";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"5.000";t;"23/09/2025"
"0005201340";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"247.000";kW;"23/09/2025"
"0005201340";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"100.000";"m2";"23/09/2025"
"0005201340";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"1333.000";"m3";"23/09/2025"
"0005201340";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1642.000";"m3";"23/09/2025"
"0005201340";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;"23/09/2025"
"0005201340";"1435";"Stations-service";"2";"Déclaration avec contrôle";"200.000";"m3";"21/03/2022"
"0005201340";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"5530.000";"m3";"23/09/2025"
"0005201340";"2780";"Installations de traitement aérobie de déchets non dangereux";"2.c";Déclaration;"18.000";"t/j";"23/09/2025"
"0005201340";"2794";"Broyage de déchets verts";"1";Enregistrement;"45.000";"t/j";"23/09/2025"
"0005201340";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.b";Enregistrement;"56.000";"t/j";"23/09/2025"
"0005201340";"2791";"Déchets non dangereux (traitement)";"1";Autorisation;"45.000";"t/j";"23/09/2025"
"0005211729";"1510";"Entrepot enregistré";"2.b";Enregistrement;"293592.0";"m3";
"0005211729";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"460.0";kW;
"0005211729";"1532";"Stockage bois déclaré";"2.b";Déclaration;"19000.0";"m3";
"0005211729";"2663";"Stockage de pneumatiques";"2.a";Enregistrement;"41472.0";"m3";
"0005211729";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.2";MW;
"0005211729";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.a";Enregistrement;"41472.0";"m3";
"0005211729";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"1";Enregistrement;"49992.0";"m3";
"0005200707";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"2";Enregistrement;"422.000";t;"10/04/2008"
"0005200707";"1436";"Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de)";"2";"Déclaration avec contrôle";"119.000";t;"27/02/2025"
"0005200707";"1630";"Soude ou potasse caustique";"2";Déclaration;"249.000";t;"10/04/2008"
"0005200707";"4734";"Produits pétroliers spécifiques et carburants de substitution";"1.c";"Déclaration avec contrôle";;;"10/04/2008"
"0005200707";"4440";"Solides comburants catégorie 1,2 ou 3";"2";Déclaration;"40.000";t;"10/04/2008"
"0005200707";"4140";"Toxicité aiguë catégorie 3 pour la voie d'exposition orale";"2.a";Autorisation;"10.000";t;"10/04/2008"
"0005200707";"4422";"Peroxydes organiques type E ou type F";"2";Déclaration;"3.000";t;"10/04/2008"
"0005200707";"4441";"Liquides comburants catégorie 1,2 ou 3";"2";Déclaration;"45.000";t;"27/02/2025"
"0005200707";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"1";Autorisation;"130.000";t;"10/04/2008"
"0005200707";"1450";"Solides inflammables";"2";Déclaration;"900.000";kg;"10/04/2008"
"0005200707";"4120";"Toxicité aiguë catégorie 2";"2.a";Autorisation;"10.000";t;"10/04/2008"
"0005200707";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"15000.000";"m3";"10/04/2008"
"0005200707";"4511";"Dangereux pour l'environnement aquatique de catégorie chronique 2";"2";"Déclaration avec contrôle";"105.000";t;"10/04/2008"
"0005200707";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"160.000";t;"27/02/2025"
"0005209165";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"599.000";"m3";"16/02/2015"
"0005209165";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.900";t;"16/02/2015"
"0005208236";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"150000.0";"hL/an";
"0005208236";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"61.4";kW;
"0005208236";"1510";"Entrepot enregistré";"2.b";Enregistrement;"84706.0";"m3";
"0005208236";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.b";Déclaration;"1.1";t;
"0005211854";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"457.0";"m3";
"0005211854";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.9";t;
"0005201198";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;"14/10/2015"
"0005201198";"2160";"Silos plats enregistré";"1.a";Enregistrement;"32000.000";"m3";"14/10/2015"
"0005201198";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.100";MW;"14/10/2015"
"0100001359";"1510";"Entrepot déclaré";"2.c";"Déclaration avec contrôle";"5500.0";"m3";
"0100001359";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"20.0";"t/j";
"0005205929";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1407.0";kW;
"0005205929";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"125000.0";"hL/an";
"0005205929";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"547.0";kg;
"0005205929";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.69";MW;
"0005203502";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0005200382";"2713";"Métaux et déchets de métaux (transit)";"2";Déclaration;"101.000";"m2";"11/05/2022"
"0005200382";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"7180.000";"m3";"11/05/2022"
"0005200382";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"700.000";"m3";"11/05/2022"
"0005200382";"3532";"Valorisation de déchets non dangereux";;Autorisation;"120.000";"t/j";"11/05/2022"
"0005200382";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.500";t;"11/05/2022"
"0005200382";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"1";Enregistrement;"3451.000";"m3";"11/05/2022"
"0005200870";"4718";"Supérieure ou égale à 6 t mais inférieure à 50 t";"2.b";"Déclaration avec contrôle";;;
"0005200870";"1532";"Stockage bois déclaré";"2.b";Déclaration;"19976.0";"m3";
"0005200870";"2410";"Supérieur à 250 kW";"1";Enregistrement;"849.0";kW;
"0005200870";"1435";"Stations-service";"2";"Déclaration avec contrôle";"3310.0";"m3";
"0005211800";"2794";"Broyage de déchets verts";"2";Déclaration;"29.000";"t/j";"17/11/2025"
"0005211800";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.640";t;"17/11/2025"
"0005206306";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"35000.0";"m2";
"0005206306";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"1050.0";kW;
"0005206306";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"7.5";kW;
"0005206306";"2523";"Fabrication de produits céramiques et réfractaires";;Autorisation;"1400.0";"t/j";
"0005206306";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"225.0";kW;
"0005206306";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.98";MW;
"0005206306";"2524";"Taillage, sciage et polissage de minéraux naturels ou artificiels";;Déclaration;"525.0";kW;
"0005206140";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.000";"m2";"23/10/2017"
"0005206140";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"330.000";"m3";"23/10/2017"
"0005206140";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"7500.000";"m2";"23/10/2017"
"0005206140";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"30.000";t;"23/10/2017"
"0005207773";"2221";"Supérieure à 4t/j";"1";Enregistrement;"10.8";"t/j";
