codeAiot;numeroRubrique;nature;alinea;regimeAutoriseAlinea;quantiteTotale;unite;dateMotif
"0003101089";"1510";"Entrepot enregistré";"2.b";Enregistrement;"57750.000";"m3";"12/04/2019"
"0003101089";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1965.000";"m3";"12/04/2019"
"0003101089";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"145.000";kW;"12/04/2019"
"0003101089";"2410";"Supérieur à 250 kW";"1";Enregistrement;"450.000";kW;"12/04/2019"
"0005201173";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2935.000";kW;"04/03/2022"
"0005201173";"2910";Combustion;"A.2";"Déclaration avec contrôle";"12.800";MW;"04/03/2022"
"0005201173";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"1";Autorisation;"100.000";"t/j";"04/03/2022"
"0005201173";"2910";Combustion;"B.1";Enregistrement;"8.600";MW;"28/01/2020"
"0005201173";"2260";"Supérieure à 1 MW mais inférieure à 20 MW";"2.b";"Déclaration avec contrôle";"7.600";MW;"04/03/2022"
"0005201173";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"13500.000";"m3";"04/03/2022"
"0005201173";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"101.000";kW;"04/03/2022"
"0005201173";"2250";"Alcools,eaux de vie et liqueurs (production par distillation)";"2";Enregistrement;"630.000";"hl/j";"04/03/2022"
"0005201173";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"04/03/2022"
"0005201173";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"45.000";t;"04/03/2022"
"0005200836";"2260";"Supérieure à 100 kW mais inférieure ou égale à 500 kW";"1.b";"Déclaration avec contrôle";"450.0";kW;
"0005200836";"2420";"Charbon de bois (fabrication du)";"2.a";Autorisation;"600.0";"m3";
"0005200836";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"495.0";t;
"0005200836";"1532";"Stockage bois déclaré";"2.b";Déclaration;"19900.0";"m3";
"0005206361";"4440";"Solides comburants catégorie 1,2 ou 3";"1";Autorisation;"63.400";t;"29/07/2016"
"0005206361";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"1.b";Déclaration;"22.500";t;"29/07/2016"
"0005206361";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"1";Autorisation;"175.000";t;"29/07/2016"
"0005206361";"4441";"Liquides comburants catégorie 1,2 ou 3";"1";Autorisation;"63.400";t;"29/07/2016"
"0005206361";"4110";"Toxicité aiguë catégorie 1";"1.a";Autorisation;"1.500";t;"29/07/2016"
"0005206361";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"60.000";t;"29/07/2016"
"0005206361";"1630";"Soude ou potasse caustique";"2";Déclaration;"200.000";t;"29/07/2016"
"0005206361";"1450";"Solides inflammables";"1";Autorisation;"2.490";t;"29/07/2016"
"0005206361";"4140";"Toxicité aiguë catégorie 3 pour la voie d'exposition orale";"1.b";Déclaration;"22.500";t;"29/07/2016"
"0005206361";"4110";"Toxicité aiguë catégorie 1";"2.a";Autorisation;"8000.000";kg;"29/07/2016"
"0005211951";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"383.000";"m3";"16/02/2015"
"0005211951";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"5.270";t;"16/02/2015"
"0005209250";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"3525.000";kW;"07/05/2015"
"0005209250";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"11.000";kW;"19/04/2011"
"0005209250";"2910";Combustion;"A.2";"Déclaration avec contrôle";"19.000";MW;"19/04/2011"
"0053325071";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"1000.000";"m3";"04/11/2014"
"0053325071";"2663";"Stockage de pneumatiques alvéolaires ou expansés";"1.b";Déclaration;"200.000";"m3";"04/11/2014"
"0053325071";"2910";Combustion;"A.2";"Déclaration avec contrôle";"5.500";MW;"04/11/2014"
"0053325071";"2220";"Supérieure à 2 t/j, mais inférieure ou égale à 20 t/j";"1.b";Déclaration;"20.000";"t/j";"04/11/2014"
"0053325071";"2220";"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j";"2.b";"Déclaration avec contrôle";"2000.000";"t/j";"04/11/2014"
"0053325071";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"40.000";"t/j";"08/07/1996"
"0005211632";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"8000.000";"m3";"13/04/2010"
"0000000002";"1630";"Soude ou potasse caustique";"1";Autorisation;"500.000";t;"11/04/2023"
"0000000002";"1450";"Solides inflammables";"1";Autorisation;"150.000";t;"11/04/2023"
"0000000002";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"11/04/2023"
"0000000002";"1510";"Entrepot autorisé";"2.a";Autorisation;"2070207.000";"m3";"11/04/2023"
"0000000002";"1436";"Liquides combustibles de point éclair compris entre 60° C et 93° C (stockage ou emploi de)";"2";"Déclaration avec contrôle";"900.000";t;"11/04/2023"
"0000000002";"4320";"Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2";"2";Déclaration;"60.000";t;"11/04/2023"
"0000000002";"2910";Combustion;"A.2";"Déclaration avec contrôle";"10.500";MW;"11/04/2023"
"0000000002";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"3";"Déclaration avec contrôle";"90.000";t;"11/04/2023"
"0000000002";"1510";"Entrepôts couverts soumis à EE systématique";"1";Autorisation;;;"11/04/2023"
"0000000002";"4110";"Toxicité aiguë catégorie 1";"2.b";"Déclaration avec contrôle";"200.000";kg;"11/04/2023"
"0000000002";"4330";"Liquides inflammables de catégorie 1";"2";"Déclaration avec contrôle";"2.000";t;"11/04/2023"
"0000000002";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.b";Déclaration;"9.000";t;"11/04/2023"
"0000000002";"4140";"Toxicité aiguë catégorie 3 pour la voie d'exposition orale";"2.b";Déclaration;"9.000";t;"11/04/2023"
"0000000002";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"51.000";kW;"11/04/2023"
"0000000002";"4120";"Toxicité aiguë catégorie 2";"2.b";Déclaration;"9.000";t;"11/04/2023"
"0000000002";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"201.000";"m3";"11/04/2023"
"0000000002";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"1";Autorisation;"1000.000";t;"11/04/2023"
"0000000002";"4441";"Liquides comburants catégorie 1,2 ou 3";"2";Déclaration;"4.000";t;"11/04/2023"
"0000000002";"4150";"Toxicité spécifique pour certains organes cibles (STOT)";"2";Déclaration;"15.000";t;"11/04/2023"
"0000000002";"4321";"Aérosols extrêmement inflammables ou inflammables de catégorie 1 ou 2";"2";Déclaration;"501.000";t;"11/04/2023"
"0005201402";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"10000.000";"m2";"07/10/1976"
"0005201402";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"500000.000";kW;"07/10/1976"
"0005205784";"2563";"Supérieure à 7500 l";"1";Enregistrement;"48000.000";l;"29/10/2021"
"0005205784";"2561";"Trempé recuit, revenu des métaux et alliages";;"Déclaration avec contrôle";;;"29/10/2021"
"0005205784";"2910";Combustion;"A.2";"Déclaration avec contrôle";"7.525";MW;"29/10/2021"
"0005205784";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"622.000";kW;"29/10/2021"
"0005205784";"2565";"Traitement de surface";"2.a";Enregistrement;"9000.000";l;"29/10/2021"
"0005205784";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"3300.000";kg;"29/10/2021"
"0005205784";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"4272.000";kW;"29/10/2021"
"0005205784";"2560";"Supérieure à 1 000 kW";"1";Enregistrement;"25730.000";kW;"29/10/2021"
"0005205784";"4718";"Gaz inflammables liquéfiés de catégorie 1 et 2";"2";"Déclaration avec contrôle";;;"29/10/2021"
"0005208701";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"570.000";kW;"21/10/2013"
"0005208701";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"23/11/1814"
"0005207103";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"5.8";t;
"0005207103";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"415.0";"m3";
"0005201043";"1185";"Quantité susceptible d'être présente";"2.b";Déclaration;"457.0";kg;
"0005201043";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"30.8";kW;
"0005200699";"4330";"Liquides inflammables de catégorie 1";"2";"Déclaration avec contrôle";"1.000";t;"01/08/1996"
"0005200699";"1510";"Entrepot enregistré";"2.b";Enregistrement;"285000.000";"m3";"01/08/1996"
"0005200699";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"1520.000";kW;"01/08/1996"
"0005208385";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"31.7";kW;
"0005208385";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"199.0";"m3";
"0005208385";"2221";"Supérieure à 500 kg/j, mais inférieure ou égale à 4 t/j";"2";"Déclaration avec contrôle";"2.02";"t/j";
"0005200431";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"195.000";kW;"07/12/2018"
"0005200431";"1510";"Entrepot enregistré";"2.b";Enregistrement;"239581.000";"m3";"07/12/2018"
"0005200431";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1330.000";"m3";"07/12/2018"
"0005200334";"1510";"Entrepot enregistré";"2.b";Enregistrement;"276212.000";"m3";"10/07/2020"
"0005200334";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"16000.000";"m3";"10/07/2020"
"0005200334";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"51.000";kW;"10/07/2020"
"0005200334";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;"10/07/2020"
"0005200334";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1720.000";"m3";"10/07/2020"
"0005200242";"2662";"Stockage de polymères enregistré";"1";Enregistrement;"18000.000";"m3";"03/06/1999"
"0005204985";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"14.0";kW;
"0005204985";"1510";"Entrepot enregistré";"2.b";Enregistrement;"48000.0";"m3";
"0005204985";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"85000.0";"hL/an";
"0005200342";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"199.000";kW;"03/06/2024"
"0005200342";"2160";"Silos plats DC";"1.b";"Déclaration avec contrôle";"14900.000";"m3";"03/06/2024"
"0005200342";"1532";"Stockage bois déclaré";"2.b";Déclaration;"20000.000";"m3";"03/06/2024"
"0005200342";"4702";"Engrais solides";IV;"Déclaration avec contrôle";;;"03/06/2024"
"0005200342";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"35000.000";"m2";"05/12/2017"
"0003101036";"2760";"Installation de stockage de déchets inertes";"3";Enregistrement;;;
"0005201365";"2930";"Ateliers de réparation et entretien de véhicules à moteur";"1.b";"Déclaration avec contrôle";"3500.000";"m2";"02/12/2021"
"0005201365";"1435";"Stations-service";"2";"Déclaration avec contrôle";"1000.000";"m3";"02/12/2021"
"0005201365";"4734";"Produits pétroliers spécifiques et carburants de substitution";"1.c";"Déclaration avec contrôle";;;"02/12/2021"
"0005201365";"2795";"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux";"1";Autorisation;"60.000";"m3/j";"02/12/2021"
"0005201365";"4331";"Liquides inflammables de catégorie 2 ou catégorie 3";"3";"Déclaration avec contrôle";"32.830";t;"02/12/2021"
"0005205211";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"200000.0";"hL/an";
"0005205211";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"72.0";kW;
"0005205211";"1510";"Entrepot enregistré";"2.b";Enregistrement;"163305.0";"m3";
"0005203716";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"21/12/2011"
"0005208197";"2220";"Supérieure à 2 t/j, mais inférieure ou égale à 10 t/j";"2.b";"Déclaration avec contrôle";"2.3";"t/j";
"0005208197";"2910";Combustion;"A.2";"Déclaration avec contrôle";"16.59";MW;
"0005208197";"2221";"Supérieure à 4t/j";"1";Enregistrement;"10.0";"t/j";
"0005208197";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"50.6";kW;
"0005208197";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"12500.0";"m3";
"0003102860";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.450";t;"09/06/2017"
"0003102860";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"419.000";"m3";"09/06/2017"
"0005201009";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"100.000";kW;"09/10/2012"
"0005201009";"2521";"Centrale d'enrobage à chaud";"1";Enregistrement;;;"09/10/2012"
"0005201009";"4801";"Houille, coke, lignite, charbon de bois, goudron, asphalte, brais et matières bitumineuses";"2";Déclaration;"480.000";t;"02/10/2015"
"0005201009";"2640";"Supérieure ou égale à 200 kg/j, mais inférieure à 2 t/j";b;Déclaration;"1.400";"kg/j";"09/10/2012"
"0005201009";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"20000.000";"m2";"02/10/2015"
"0005200371";"2221";"Supérieure à 4t/j";"1";Enregistrement;"12.0";"t/j";
"0005206666";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"2516.0";"m3";
"0005206666";"2710";"collecte de déchets dangereux-A";"1.a";Autorisation;"50.0";t;
"0005206666";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"180.0";"m3";
"0005206666";"2716";"déchets non dangereux non inertes (transit)";"2";"Déclaration avec contrôle";"270.0";"m3";
"0003105109";"1510";"Entrepot enregistré";"2.b";Enregistrement;"54675.0";"m3";
"0053315314";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"880.0";kW;
"0053315314";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"30000.0";"hL/an";
"0053315314";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.6";MW;
"0005209771";"1414";"Installation desservant un dépôt de gaz inflammables liquéfiés soumis à autorisation";"2.a";Autorisation;;;
"0005200333";"2795";"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux";"1";Autorisation;"110.0";"m3/j";
"0003104255";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"2120.000";"m3";"10/07/2019"
"0003104255";"1510";"Entrepot enregistré";"2.b";Enregistrement;"98670.000";"m3";"10/07/2019"
"0003104255";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"49.000";kW;"10/07/2019"
"0005207123";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"177.100";kW;"03/03/2022"
"0005207123";"1532";"Stockage bois déclaré";"2.b";Déclaration;"1703.000";"m3";"03/03/2022"
"0005207123";"1510";"Entrepot enregistré";"2.b";Enregistrement;"269943.000";"m3";"03/03/2022"
"0005207123";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.600";MW;"03/03/2022"
"0005207123";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"700000.000";"hL/an";"03/03/2022"
"0005208004";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"09/02/2023"
"0005207735";"1510";"Entrepot enregistré";"2.b";Enregistrement;"130000.000";"m3";"23/07/2001"
"0005211630";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"1000.0";"m3";
"0005213915";"2711";"Transit, regroupement, tri, ...équipements électriques mis au rebut";"1";Enregistrement;"2780.0";"m3";
"0003103294";"2510";"Carrières (exploitation de)";"1";Autorisation;;;
"0005200786";"2140";"Présentation au public d?animaux d?espèces non domestiques";;Autorisation;;;
"0005201313";"2410";"Supérieur à 250 kW";"1";Enregistrement;"750.0";kW;
"0005201313";"1532";"Stockage bois déclaré";"2.b";Déclaration;"3600.0";"m3";
"0005209167";"2710";"collecte de déchets non dangereux-E";"2.a";Enregistrement;"599.0";"m3";
"0005209167";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"6.9";t;
"0005209236";"2518";"Installation de production de béton prêt à l'emploi";b;Déclaration;"0.0";"m3";
"0005209236";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"1";Enregistrement;"15000.0";"m2";
"0005209236";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.b";Déclaration;"200.0";kW;
"0005209236";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"0.0";"m2";
"0005209236";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"2.b";Déclaration;"0.0";kW;
"0005209236";"2517";"Produits minéraux ou déchets non dangereux inertes (transit)";"2";Déclaration;"0.0";"m2";
"0005209513";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"1475.0";"m2";
"0005209784";"2220";"Supérieure à 10 t/j";"2.a";Enregistrement;"24.0";"t/j";
"0005212197";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"465.0";kW;
"0005212197";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"30000.0";"hL/an";
"0005200729";"1532";"Stockage bois déclaré";"2.b";Déclaration;"2200.0";"m3";
"0005200729";"2410";"Supérieure à 50 kW, mais inférieure ou égale à 250 kW";"2";Déclaration;"240.0";kW;
"0005200729";"2415";"Mise en oeuvre de plus de 1000 L de produits";"1";Enregistrement;"80875.0";L;
"0003101748";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"120.000";kW;"14/04/2017"
"0003101748";"1510";"Entrepot autorisé";"2.a";Autorisation;"460000.000";"m3";"14/04/2017"
"0005201257";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"100.0";"m2";
"0005200682";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"2";Déclaration;"9.500";"t/j";"21/06/2018"
"0005200682";"2780";"Installations de traitement aérobie de déchets non dangereux";"2.a";Autorisation;"76.000";"t/j";"21/06/2018"
"0005200682";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"36000.000";"m3";"21/06/2018"
"0005200682";"2260";"Supérieure à 500 kW";"1.a";Enregistrement;"2200.000";kW;"21/06/2018"
"0005200682";"2780";"Installations de traitement aérobie de déchets non dangereux";"1.a";Autorisation;"109.000";"t/j";"21/06/2018"
"0005200682";"1532";"Stockage de bois enregistré";"2.a";Enregistrement;"21000.000";"m3";"21/06/2018"
"0005200682";"3532";"Valorisation de déchets non dangereux";;Autorisation;"267.000";"t/j";"21/06/2018"
"0005200682";"2780";"Installations de traitement aérobie de déchets non dangereux";"3.a";Autorisation;"27.000";"t/j";"21/06/2018"
"0005200264";"4734";"Produits pétroliers spécifiques et carburants de substitution";"2.a";Autorisation;;;"24/06/2016"
"0005208126";"2760";"Autres installations que celles mentionnées au a";"2.b";Autorisation;;;"12/01/2006"
"0005206063";"2910";Combustion;"A.2";"Déclaration avec contrôle";"2.5";MW;
"0005206063";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"131000.0";"hL/an";
"0005206063";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"1563.0";kW;
"0005201277";"1434";"Liquides inflammables (remplissage ou distribution) autres que 1435";"1.b";"Déclaration avec contrôle";"6.0";"m3/h";
"0005201277";"2662";"Stockage de polymères D";"2";Déclaration;"200.0";"m3";
"0005201277";"2661";"MATIERES PLASTIQUES, CAOUTCHOUC...(EMPLOI OU REEMPLOI)";"2.b";Déclaration;"20.0";"t/j";
"0005201277";"2714";"déchets non dangereux de papiers, plastiques, bois,? (transit) hors 2710,2711 et 2719";"2";Déclaration;"150.0";"m3";
"0005201277";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.a";Enregistrement;"25.0";"kg/j";
"0005201277";"2450";"Imprimeries ou reproduction graphique utilisant une forme imprimante";"B.b";Déclaration;"120.0";"kg/j";
"0005201277";"2450";"Imprimeries ou reproduction graphique utilisant une forme imprimante";"A.a";Autorisation;"130.0";"kg/j";
"0005201277";"2910";Combustion;"A.2";"Déclaration avec contrôle";"5.2";MW;
"0005201277";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"0.0";kW;
"0005201277";"2561";"Trempé recuit, revenu des métaux et alliages";;"Déclaration avec contrôle";;;
"0005201277";"2552";"Fonderie (fabrication de produits moulés) métaux et alliages non ferreux";"1";Autorisation;"14.0";"t/j";
"0005200744";"2712";"Stockage, dépollution, démontage,? de VHU";"1";Enregistrement;"5260.000";"m2";"19/06/1987"
"0005205324";"2662";"Stockage de polymères D";"2";Déclaration;"150.0";"m3";
"0005205324";"2560";"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW";"2";"Déclaration avec contrôle";"400.0";kW;
"0005205324";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.a";Enregistrement;"135.0";"kg/j";
"0005207694";"2921";"Installations de refroidissement évaporatif";"1.a";Enregistrement;"3605.0";kW;
"0005207694";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"856.0";kg;
"0005207694";"2910";Combustion;"A.2";"Déclaration avec contrôle";"9.9";MW;
"0005211545";"2716";"déchets non dangereux non inertes (transit)";"1";Enregistrement;"35000.0";"m3";
"0005208242";"2251";"Vins (préparation, conditionnement)";"1";Enregistrement;"55000.000";"hL/an";"16/12/2002"
"0005200894";"1530";"Papiers, cartons ou analogues (dépôt de) hors ERP et 1510";"2";"Déclaration avec contrôle";"14000.000";"m3";"13/03/2023"
"0005200894";"2662";"Stockage de polymères D";"2";Déclaration;"554.000";"m3";"13/03/2023"
"0005200894";"1510";"Entrepot enregistré";"2.b";Enregistrement;"79230.000";"m3";"13/03/2023"
"0005200894";"2910";Combustion;"A.2";"Déclaration avec contrôle";"7.260";MW;"13/03/2023"
"0005200894";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"86.800";kW;"13/03/2023"
"0005200894";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"700.000";kg;"13/03/2023"
"0005200894";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"250.000";kW;"13/03/2023"
"0005200894";"1978";"Fabrication de produits pharmaceutiques";"20";Déclaration;"110.000";"t/an";"13/03/2023"
"0005201240";"4755";"Alcools de bouche d'origine agricole et leurs constituants (inflammables)";"2.b";"Déclaration avec contrôle";;;
"0005201240";"2921";"Installations de refroidissement évaporatif";"1.b";"Déclaration avec contrôle";"2622.0";kW;
"0005201240";"2910";Combustion;"A.2";"Déclaration avec contrôle";"5.4";MW;
"0005201240";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"39.0";t;
"0005201240";"2171";"Dépôts de fumiers, engrais et supports de culture";;Déclaration;"10000.0";"m3";
"0005201240";"2170";"Engrais et supports de culture (fabrication) à partir de matières organiques";"2";Déclaration;"9.99";"t/j";
"0005201240";"2250";"Alcools,eaux de vie et liqueurs (production par distillation)";"2";Enregistrement;"250.0";"hl/j";
"0005207040";"2410";"Supérieur à 250 kW";"1";Enregistrement;"268.37";kW;
"0005207040";"1532";"Stockage bois déclaré";"2.b";Déclaration;"11400.0";"m3";
"0005200869";"4120";"Toxicité aiguë catégorie 2";"2.b";Déclaration;"3.000";t;"28/01/2020"
"0005200869";"4441";"Liquides comburants catégorie 1,2 ou 3";"2";Déclaration;"7.500";t;"28/01/2020"
"0005200869";"4130";"Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation";"2.a";Autorisation;"24.000";t;"28/01/2020"
"0005200869";"4140";"Toxicité aiguë catégorie 3 pour la voie d'exposition orale";"2.a";Autorisation;"11.500";t;"28/01/2020"
"0005200869";"2940";"Vernis, peinture, colle, ... (application, cuisson, séchage)";"2.b";"Déclaration avec contrôle";"100.000";"kg/j";"28/01/2020"
"0005200869";"2565";Cadmium;"1.a";Enregistrement;;;"28/01/2020"
"0005200869";"3510";"Traitement de déchets dangereux";;Autorisation;"240.000";"t/j";"28/01/2020"
"0005200869";"2910";Combustion;"A.2";"Déclaration avec contrôle";"1.610";MW;"28/01/2020"
"0005200869";"4110";"Toxicité aiguë catégorie 1";"2.a";Autorisation;"500.000";kg;"28/01/2020"
"0005200869";"2575";"Emploi de matières abrasives";;Déclaration;"50.000";kW;"28/01/2020"
"0005200869";"3260";"Traitement de surface";;Autorisation;"305.000";"m3";"28/01/2020"
"0005200869";"2790";"Traitement de déchets dangereux";;Autorisation;;;"28/01/2020"
"0005200869";"2565";"Cyanures, volume des cuves supérieur à 200 l";"1.b";Enregistrement;"3300.000";l;"28/01/2020"
"0005200869";"4511";"Dangereux pour l'environnement aquatique de catégorie chronique 2";"2";"Déclaration avec contrôle";"120.000";t;"28/01/2020"
"0005200869";"4510";"Dangereux pour l'environnement aquatique de catégorie aiguë 1 ou chronique 1";"2";"Déclaration avec contrôle";"23.000";t;"28/01/2020"
"0005200869";"2564";"Supérieur à 20 l, mais inférieur ou égal à 1500 l";"1.b";"Déclaration avec contrôle";"1450.000";L;"28/01/2020"
"0005205634";"2221";"Supérieure à 4t/j";"1";Enregistrement;"15.0";"t/j";
"0005206975";"2510";"Carrières (exploitation de)";"1";Autorisation;;;"17/09/2012"
"0005206975";"2515";"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes";"1.a";Enregistrement;"276.400";kW;"17/09/2012"
"0005200989";"2718";"Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri)";"1";Autorisation;"20.000";t;"02/01/2012"
"0005200989";"2713";"Métaux et déchets de métaux (transit)";"1";Enregistrement;"5000.000";"m2";"02/01/2012"
"0003103703";"2925";"Charge d'accumulateurs dégageant de l'hydrogène";"1";Déclaration;"60.000";kW;"17/01/2019"
"0003103703";"2360";"Fabrication de chaussures, maroquinerie, travail cuirs peaux";"1";Autorisation;"226.000";kW;"17/01/2019"
"0003103703";"2355";"Dépôts de peaux";;Déclaration;"15.000";t;"17/01/2019"
"0003103703";"1185";"Quantité susceptible d'être présente";"2.a";"Déclaration avec contrôle";"300.000";kg;"17/01/2019"
"0005201212";"2795";"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux";"1";Autorisation;"25.000";"m3/j";"07/01/1997"
"0005206776";"2340";"Blanchisseries, laveries de linge";"1";Enregistrement;"12.000";"t/j";"20/01/2023"
"0005211795";"2710";"collecte de déchets dangereux-DC";"1.b";"Déclaration avec contrôle";"7.0";t;
